,date,country,GDP,quarter,year
3755,1968-12-31,澳大利亚,8.17,4,1968
3756,1969-03-31,澳大利亚,8.39,1,1969
3757,1969-06-30,澳大利亚,6.44,2,1969
3758,1969-09-30,澳大利亚,6.79,3,1969
3759,1969-12-31,澳大利亚,5.33,4,1969
3760,1970-03-31,澳大利亚,8.27,1,1970
3761,1970-06-30,澳大利亚,8.3,2,1970
3762,1970-09-30,澳大利亚,6.31,3,1970
3763,1970-12-31,澳大利亚,4.41,4,1970
3764,1971-03-31,澳大利亚,3.52,1,1971
3765,1971-06-30,澳大利亚,1.92,2,1971
3766,1971-09-30,澳大利亚,5.34,3,1971
3767,1971-12-31,澳大利亚,4.5,4,1971
3768,1972-03-31,澳大利亚,2,1,1972
3769,1972-06-30,澳大利亚,3.84,2,1972
3770,1972-09-30,澳大利亚,0.17,3,1972
3771,1972-12-31,澳大利亚,1.55,4,1972
3772,1973-03-31,澳大利亚,5.45,1,1973
3773,1973-06-30,澳大利亚,3.34,2,1973
3774,1973-09-30,澳大利亚,4.92,3,1973
3775,1973-12-31,澳大利亚,6.41,4,1973
3776,1974-03-31,澳大利亚,3.75,1,1974
3777,1974-06-30,澳大利亚,1.45,2,1974
3778,1974-09-30,澳大利亚,1.63,3,1974
3779,1974-12-31,澳大利亚,-0.74,4,1974
3780,1975-03-31,澳大利亚,-0.37,1,1975
3781,1975-06-30,澳大利亚,4.9,2,1975
3782,1975-09-30,澳大利亚,2.53,3,1975
3783,1975-12-31,澳大利亚,0.88,4,1975
3784,1976-03-31,澳大利亚,4.92,1,1976
3785,1976-06-30,澳大利亚,2.03,2,1976
3786,1976-09-30,澳大利亚,3.99,3,1976
3787,1976-12-31,澳大利亚,6.51,4,1976
3788,1977-03-31,澳大利亚,1.45,1,1977
3789,1977-06-30,澳大利亚,2.57,2,1977
3790,1977-09-30,澳大利亚,1.31,3,1977
3791,1977-12-31,澳大利亚,0.12,4,1977
3792,1978-03-31,澳大利亚,1.38,1,1978
3793,1978-06-30,澳大利亚,0.78,2,1978
3794,1978-09-30,澳大利亚,2.75,3,1978
3795,1978-12-31,澳大利亚,3.94,4,1978
3796,1979-03-31,澳大利亚,6.03,1,1979
3797,1979-06-30,澳大利亚,3.48,2,1979
3798,1979-09-30,澳大利亚,2.88,3,1979
3799,1979-12-31,澳大利亚,4,4,1979
3800,1980-03-31,澳大利亚,1.68,1,1980
3801,1980-06-30,澳大利亚,3.61,2,1980
3802,1980-09-30,澳大利亚,3.2,3,1980
3803,1980-12-31,澳大利亚,2.99,4,1980
3804,1981-03-31,澳大利亚,2.93,1,1981
3805,1981-06-30,澳大利亚,4.24,2,1981
3806,1981-09-30,澳大利亚,5.79,3,1981
3807,1981-12-31,澳大利亚,3.57,4,1981
3808,1982-03-31,澳大利亚,2.34,1,1982
3809,1982-06-30,澳大利亚,1.68,2,1982
3810,1982-09-30,澳大利亚,-0.99,3,1982
3811,1982-12-31,澳大利亚,-2.17,4,1982
3812,1983-03-31,澳大利亚,-2.35,1,1983
3813,1983-06-30,澳大利亚,-3.39,2,1983
3814,1983-09-30,澳大利亚,-0.03,3,1983
3815,1983-12-31,澳大利亚,3.27,4,1983
3816,1984-03-31,澳大利亚,6.91,1,1984
3817,1984-06-30,澳大利亚,8.35,2,1984
3818,1984-09-30,澳大利亚,6.35,3,1984
3819,1984-12-31,澳大利亚,5.3,4,1984
3820,1985-03-31,澳大利亚,4.21,1,1985
3821,1985-06-30,澳大利亚,5.3,2,1985
3822,1985-09-30,澳大利亚,5.75,3,1985
3823,1985-12-31,澳大利亚,4.75,4,1985
3824,1986-03-31,澳大利亚,3.94,1,1986
3825,1986-06-30,澳大利亚,1.53,2,1986
3826,1986-09-30,澳大利亚,0.47,3,1986
3827,1986-12-31,澳大利亚,2.45,4,1986
3828,1987-03-31,澳大利亚,2.76,1,1987
3829,1987-06-30,澳大利亚,4.57,2,1987
3830,1987-09-30,澳大利亚,6.17,3,1987
3831,1987-12-31,澳大利亚,6.53,4,1987
3832,1988-03-31,澳大利亚,5.97,1,1988
3833,1988-06-30,澳大利亚,4.38,2,1988
3834,1988-09-30,澳大利亚,3.38,3,1988
3835,1988-12-31,澳大利亚,2.92,4,1988
3836,1989-03-31,澳大利亚,3.54,1,1989
3837,1989-06-30,澳大利亚,5.67,2,1989
3838,1989-09-30,澳大利亚,5.64,3,1989
3839,1989-12-31,澳大利亚,3.74,4,1989
3840,1990-03-31,澳大利亚,3.54,1,1990
3841,1990-06-30,澳大利亚,1.49,2,1990
3842,1990-09-30,澳大利亚,0.12,3,1990
3843,1990-12-31,澳大利亚,0.96,4,1990
3844,1991-03-31,澳大利亚,-1.16,1,1991
3845,1991-06-30,澳大利亚,-1.43,2,1991
3846,1991-09-30,澳大利亚,-0.43,3,1991
3847,1991-12-31,澳大利亚,-0.95,4,1991
3848,1992-03-31,澳大利亚,1.12,1,1992
3849,1992-06-30,澳大利亚,2,2,1992
3850,1992-09-30,澳大利亚,2.56,3,1992
3851,1992-12-31,澳大利亚,4.64,4,1992
3852,1993-03-31,澳大利亚,4.54,1,1993
3853,1993-06-30,澳大利亚,4.42,2,1993
3854,1993-09-30,澳大利亚,3.52,3,1993
3855,1993-12-31,澳大利亚,3.26,4,1993
3856,1994-03-31,澳大利亚,4.24,1,1994
3857,1994-06-30,澳大利亚,4.88,2,1994
3858,1994-09-30,澳大利亚,5.55,3,1994
3859,1994-12-31,澳大利亚,4.74,4,1994
3860,1995-03-31,澳大利亚,3.06,1,1995
3861,1995-06-30,澳大利亚,2.28,2,1995
3862,1995-09-30,澳大利亚,3.77,3,1995
3863,1995-12-31,澳大利亚,2.73,4,1995
3864,1996-03-31,澳大利亚,4.37,1,1996
3865,1996-06-30,澳大利亚,4.58,2,1996
3866,1996-09-30,澳大利亚,3.11,3,1996
3867,1996-12-31,澳大利亚,4.02,4,1996
3868,1997-03-31,澳大利亚,3.03,1,1997
3869,1997-06-30,澳大利亚,5.47,2,1997
3870,1997-09-30,澳大利亚,4.76,3,1997
3871,1997-12-31,澳大利亚,5.34,4,1997
3872,1998-03-31,澳大利亚,5.34,1,1998
3873,1998-06-30,澳大利亚,3.26,2,1998
3874,1998-09-30,澳大利亚,5.08,3,1998
3875,1998-12-31,澳大利亚,5.17,4,1998
3876,1999-03-31,澳大利亚,5.27,1,1999
3877,1999-06-30,澳大利亚,4.61,2,1999
3878,1999-09-30,澳大利亚,3.83,3,1999
3879,1999-12-31,澳大利亚,3.97,4,1999
3880,2000-03-31,澳大利亚,3.64,1,2000
3881,2000-06-30,澳大利亚,4.24,2,2000
3882,2000-09-30,澳大利亚,3.31,3,2000
3883,2000-12-31,澳大利亚,1.22,4,2000
3884,2001-03-31,澳大利亚,1.84,1,2001
3885,2001-06-30,澳大利亚,1.76,2,2001
3886,2001-09-30,澳大利亚,2.65,3,2001
3887,2001-12-31,澳大利亚,4.3,4,2001
3888,2002-03-31,澳大利亚,4.01,1,2002
3889,2002-06-30,澳大利亚,4.95,2,2002
3890,2002-09-30,澳大利亚,4.05,3,2002
3891,2002-12-31,澳大利亚,3.62,4,2002
3892,2003-03-31,澳大利亚,3.04,1,2003
3893,2003-06-30,澳大利亚,1.71,2,2003
3894,2003-09-30,澳大利亚,3.15,3,2003
3895,2003-12-31,澳大利亚,4.1,4,2003
3896,2004-03-31,澳大利亚,4.68,1,2004
3897,2004-06-30,澳大利亚,4.95,2,2004
3898,2004-09-30,澳大利亚,3.95,3,2004
3899,2004-12-31,澳大利亚,2.95,4,2004
3900,2005-03-31,澳大利亚,2.97,1,2005
3901,2005-06-30,澳大利亚,2.76,2,2005
3902,2005-09-30,澳大利亚,3.13,3,2005
3903,2005-12-31,澳大利亚,3.15,4,2005
3904,2006-03-31,澳大利亚,2.51,1,2006
3905,2006-06-30,澳大利亚,2.24,2,2006
3906,2006-09-30,澳大利亚,2.66,3,2006
3907,2006-12-31,澳大利亚,3.11,4,2006
3908,2007-03-31,澳大利亚,4.44,1,2007
3909,2007-06-30,澳大利亚,4.86,2,2007
3910,2007-09-30,澳大利亚,4.51,3,2007
3911,2007-12-31,澳大利亚,3.67,4,2007
3912,2008-03-31,澳大利亚,3.27,1,2008
3913,2008-06-30,澳大利亚,2.92,2,2008
3914,2008-09-30,澳大利亚,2.48,3,2008
3915,2008-12-31,澳大利亚,1.61,4,2008
3916,2009-03-31,澳大利亚,1.55,1,2009
3917,2009-06-30,澳大利亚,1.93,2,2009
3918,2009-09-30,澳大利亚,1.57,3,2009
3919,2009-12-31,澳大利亚,2.82,4,2009
3920,2010-03-31,澳大利亚,2.3,1,2010
3921,2010-06-30,澳大利亚,2.22,2,2010
3922,2010-09-30,澳大利亚,2.58,3,2010
3923,2010-12-31,澳大利亚,2.65,4,2010
3924,2011-03-31,澳大利亚,1.89,1,2011
3925,2011-06-30,澳大利亚,2.52,2,2011
3926,2011-09-30,澳大利亚,3.23,3,2011
3927,2011-12-31,澳大利亚,3.42,4,2011
3928,2012-03-31,澳大利亚,4.77,1,2012
3929,2012-06-30,澳大利亚,4.24,2,2012
3930,2012-09-30,澳大利亚,3.41,3,2012
3931,2012-12-31,澳大利亚,2.81,4,2012
3932,2013-03-31,澳大利亚,2.27,1,2013
3933,2013-06-30,澳大利亚,1.96,2,2013
3934,2013-09-30,澳大利亚,2.18,3,2013
3935,2013-12-31,澳大利亚,2.52,4,2013
3936,2014-03-31,澳大利亚,2.81,1,2014
3937,2014-06-30,澳大利亚,2.92,2,2014
3938,2014-09-30,澳大利亚,2.53,3,2014
3939,2014-12-31,澳大利亚,2.1,4,2014
3940,2015-03-31,澳大利亚,2.28,1,2015
3941,2015-06-30,澳大利亚,1.9,2,2015
3942,2015-09-30,澳大利亚,2.49,3,2015
3943,2015-12-31,澳大利亚,2.71,4,2015
3944,2016-03-31,澳大利亚,2.68,1,2016
3945,2016-06-30,澳大利亚,3.23,2,2016
3946,2016-09-30,澳大利亚,2.23,3,2016
3947,2016-12-31,澳大利亚,2.74,4,2016
3948,2017-03-31,澳大利亚,2.18,1,2017
3949,2017-06-30,澳大利亚,2.13,2,2017
3950,2017-09-30,澳大利亚,3.02,3,2017
3951,2017-12-31,澳大利亚,2.35,4,2017
3952,2018-03-31,澳大利亚,3.06,1,2018
3953,2018-06-30,澳大利亚,3.19,2,2018
3954,2018-09-30,澳大利亚,2.67,3,2018
3955,2018-12-31,澳大利亚,2.48,4,2018
3956,2019-03-31,澳大利亚,2.01,1,2019
3957,2019-06-30,澳大利亚,1.58,2,2019
3958,2019-09-30,澳大利亚,1.71,3,2019
3959,2019-12-31,澳大利亚,1.96,4,2019
3960,2020-03-31,澳大利亚,1.17,1,2020
3961,2020-06-30,澳大利亚,-6.12,2,2020
3962,2020-09-30,澳大利亚,-3.2,3,2020
3963,2020-12-31,澳大利亚,-0.35,4,2020
3964,2021-03-31,澳大利亚,2,1,2021
3965,2021-06-30,澳大利亚,10.57,2,2021
3966,2021-09-30,澳大利亚,4.65,3,2021
3967,2021-12-31,澳大利亚,5.14,4,2021
3968,2022-03-31,澳大利亚,3.69,1,2022
3969,2022-06-30,澳大利亚,3.64,2,2022
3970,2022-09-30,澳大利亚,5.71,3,2022
3971,2022-12-31,澳大利亚,2.52,4,2022
3972,2023-03-31,澳大利亚,2.34,1,2023
3973,2023-06-30,澳大利亚,1.91,2,2023
3974,2023-09-30,澳大利亚,2.05,3,2023
3975,2023-12-31,澳大利亚,1.56,4,2023
3976,2024-03-31,澳大利亚,1.11,1,2024
4026,1960-03-31,韩国,6.36,1,1960
4027,1960-06-30,韩国,11.89,2,1960
4028,1960-09-30,韩国,13.09,3,1960
4029,1960-12-31,韩国,13.81,4,1960
4030,1961-03-31,韩国,7.28,1,1961
4031,1961-06-30,韩国,7.09,2,1961
4032,1961-09-30,韩国,6.32,3,1961
4033,1961-12-31,韩国,7.06,4,1961
4034,1962-03-31,韩国,5.81,1,1962
4035,1962-06-30,韩国,-0.47,2,1962
4036,1962-09-30,韩国,4.35,3,1962
4037,1962-12-31,韩国,5.98,4,1962
4038,1963-03-31,韩国,10,1,1963
4039,1963-06-30,韩国,9.45,2,1963
4040,1963-09-30,韩国,9.84,3,1963
4041,1963-12-31,韩国,6.87,4,1963
4042,1964-03-31,韩国,6.98,1,1964
4043,1964-06-30,韩国,6.41,2,1964
4044,1964-09-30,韩国,10.03,3,1964
4045,1964-12-31,韩国,14.35,4,1964
4046,1965-03-31,韩国,9.28,1,1965
4047,1965-06-30,韩国,12.77,2,1965
4048,1965-09-30,韩国,4.75,3,1965
4049,1965-12-31,韩国,3.05,4,1965
4050,1966-03-31,韩国,7.99,1,1966
4051,1966-06-30,韩国,14.42,2,1966
4052,1966-09-30,韩国,13.34,3,1966
4053,1966-12-31,韩国,12.23,4,1966
4054,1967-03-31,韩国,9.31,1,1967
4055,1967-06-30,韩国,5.08,2,1967
4056,1967-09-30,韩国,11.36,3,1967
4057,1967-12-31,韩国,10.62,4,1967
4058,1968-03-31,韩国,13.83,1,1968
4059,1968-06-30,韩国,13.14,2,1968
4060,1968-09-30,韩国,14.22,3,1968
4061,1968-12-31,韩国,11.53,4,1968
4062,1969-03-31,韩国,10.22,1,1969
4063,1969-06-30,韩国,12.37,2,1969
4064,1969-09-30,韩国,15.5,3,1969
4065,1969-12-31,韩国,19.87,4,1969
4066,1970-03-31,韩国,12.11,1,1970
4067,1970-06-30,韩国,12.72,2,1970
4068,1970-09-30,韩国,4.96,3,1970
4069,1970-12-31,韩国,10.82,4,1970
4070,1971-03-31,韩国,13.36,1,1971
4071,1971-06-30,韩国,12.53,2,1971
4072,1971-09-30,韩国,12.05,3,1971
4073,1971-12-31,韩国,4.82,4,1971
4074,1972-03-31,韩国,5.73,1,1972
4075,1972-06-30,韩国,5.42,2,1972
4076,1972-09-30,韩国,6.95,3,1972
4077,1972-12-31,韩国,10.67,4,1972
4078,1973-03-31,韩国,12.71,1,1973
4079,1973-06-30,韩国,14.07,2,1973
4080,1973-09-30,韩国,17.94,3,1973
4081,1973-12-31,韩国,14.77,4,1973
4082,1974-03-31,韩国,15.73,1,1974
4083,1974-06-30,韩国,10.77,2,1974
4084,1974-09-30,韩国,7.05,3,1974
4085,1974-12-31,韩国,5.16,4,1974
4086,1975-03-31,韩国,2.38,1,1975
4087,1975-06-30,韩国,7.48,2,1975
4088,1975-09-30,韩国,8.85,3,1975
4089,1975-12-31,韩国,12.59,4,1975
4090,1976-03-31,韩国,14.23,1,1976
4091,1976-06-30,韩国,14.34,2,1976
4092,1976-09-30,韩国,13.32,3,1976
4093,1976-12-31,韩国,11.16,4,1976
4094,1977-03-31,韩国,9.12,1,1977
4095,1977-06-30,韩国,9.4,2,1977
4096,1977-09-30,韩国,13.77,3,1977
4097,1977-12-31,韩国,16.74,4,1977
4098,1978-03-31,韩国,14.65,1,1978
4099,1978-06-30,韩国,12.48,2,1978
4100,1978-09-30,韩国,8.07,3,1978
4101,1978-12-31,韩国,9.15,4,1978
4102,1979-03-31,韩国,14.97,1,1979
4103,1979-06-30,韩国,12.38,2,1979
4104,1979-09-30,韩国,7.27,3,1979
4105,1979-12-31,韩国,0.81,4,1979
4106,1980-03-31,韩国,-2.67,1,1980
4107,1980-06-30,韩国,-3.92,2,1980
4108,1980-09-30,韩国,0.69,3,1980
4109,1980-12-31,韩国,-0.59,4,1980
4110,1981-03-31,韩国,2.6,1,1981
4111,1981-06-30,韩国,5.64,2,1981
4112,1981-09-30,韩国,8,3,1981
4113,1981-12-31,韩国,12.81,4,1981
4114,1982-03-31,韩国,9.09,1,1982
4115,1982-06-30,韩国,9.02,2,1982
4116,1982-09-30,韩国,6.83,3,1982
4117,1982-12-31,韩国,8.49,4,1982
4118,1983-03-31,韩国,12.53,1,1983
4119,1983-06-30,韩国,13.35,2,1983
4120,1983-09-30,韩国,15.17,3,1983
4121,1983-12-31,韩国,12.45,4,1983
4122,1984-03-31,韩国,12.4,1,1984
4123,1984-06-30,韩国,11.77,2,1984
4124,1984-09-30,韩国,9.23,3,1984
4125,1984-12-31,韩国,8.98,4,1984
4126,1985-03-31,韩国,7.34,1,1985
4127,1985-06-30,韩国,7.24,2,1985
4128,1985-09-30,韩国,7,3,1985
4129,1985-12-31,韩国,9.73,4,1985
4130,1986-03-31,韩国,8.79,1,1986
4131,1986-06-30,韩国,10.37,2,1986
4132,1986-09-30,韩国,13.84,3,1986
4133,1986-12-31,韩国,12.19,4,1986
4134,1987-03-31,韩国,13.61,1,1987
4135,1987-06-30,韩国,14.76,2,1987
4136,1987-09-30,韩国,11.09,3,1987
4137,1987-12-31,韩国,11.61,4,1987
4138,1988-03-31,韩国,16.46,1,1988
4139,1988-06-30,韩国,8.57,2,1988
4140,1988-09-30,韩国,10.9,3,1988
4141,1988-12-31,韩国,12.23,4,1988
4142,1989-03-31,韩国,4.25,1,1989
4143,1989-06-30,韩国,8.1,2,1989
4144,1989-09-30,韩国,7.5,3,1989
4145,1989-12-31,韩国,8.41,4,1989
4146,1990-03-31,韩国,9.46,1,1990
4147,1990-06-30,韩国,10.29,2,1990
4148,1990-09-30,韩国,11.01,3,1990
4149,1990-12-31,韩国,8.78,4,1990
4150,1991-03-31,韩国,11.72,1,1991
4151,1991-06-30,韩国,11.1,2,1991
4152,1991-09-30,韩国,9.93,3,1991
4153,1991-12-31,韩国,10.43,4,1991
4154,1992-03-31,韩国,8.34,1,1992
4155,1992-06-30,韩国,7.31,2,1992
4156,1992-09-30,韩国,5.13,3,1992
4157,1992-12-31,韩国,4.16,4,1992
4158,1993-03-31,韩国,4.38,1,1993
4159,1993-06-30,韩国,6.31,2,1993
4160,1993-09-30,韩国,8.2,3,1993
4161,1993-12-31,韩国,8.57,4,1993
4162,1994-03-31,韩国,9.56,1,1994
4163,1994-06-30,韩国,8.56,2,1994
4164,1994-09-30,韩国,8.39,3,1994
4165,1994-12-31,韩国,10.54,4,1994
4166,1995-03-31,韩国,9.65,1,1995
4167,1995-06-30,韩国,10.07,2,1995
4168,1995-09-30,韩国,10.5,3,1995
4169,1995-12-31,韩国,8.31,4,1995
4170,1996-03-31,韩国,8.11,1,1996
4171,1996-06-30,韩国,8.11,2,1996
4172,1996-09-30,韩国,7.77,3,1996
4173,1996-12-31,韩国,7.59,4,1996
4174,1997-03-31,韩国,6.06,1,1997
4175,1997-06-30,韩国,7.66,2,1997
4176,1997-09-30,韩国,6.63,3,1997
4177,1997-12-31,韩国,4.38,4,1997
4178,1998-03-31,韩国,-3.19,1,1998
4179,1998-06-30,韩国,-7.26,2,1998
4180,1998-09-30,韩国,-6.38,3,1998
4181,1998-12-31,韩国,-3.61,4,1998
4182,1999-03-31,韩国,6.58,1,1999
4183,1999-06-30,韩国,12.16,2,1999
4184,1999-09-30,韩国,13.3,3,1999
4185,1999-12-31,韩国,13.73,4,1999
4186,2000-03-31,韩国,24.08,1,2000
4187,2000-06-30,韩国,20.7,2,2000
4188,2000-09-30,韩国,20.66,3,2000
4189,2000-12-31,韩国,16.89,4,2000
4190,2001-03-31,韩国,5.03,1,2001
4191,2001-06-30,韩国,4.99,2,2001
4192,2001-09-30,韩国,3.49,3,2001
4193,2001-12-31,韩国,5.41,4,2001
4194,2002-03-31,韩国,7.27,1,2002
4195,2002-06-30,韩国,7.69,2,2002
4196,2002-09-30,韩国,8.31,3,2002
4197,2002-12-31,韩国,7.7,4,2002
4198,2003-03-31,韩国,4.21,1,2003
4199,2003-06-30,韩国,2.33,2,2003
4200,2003-09-30,韩国,2.07,3,2003
4201,2003-12-31,韩国,3.7,4,2003
4202,2004-03-31,韩国,5.74,1,2004
4203,2004-06-30,韩国,6.55,2,2004
4204,2004-09-30,韩国,5.14,3,2004
4205,2004-12-31,韩国,3.37,4,2004
4206,2005-03-31,韩国,2.87,1,2005
4207,2005-06-30,韩国,3.94,2,2005
4208,2005-09-30,韩国,5.13,3,2005
4209,2005-12-31,韩国,5.47,4,2005
4210,2006-03-31,韩国,6.15,1,2006
4211,2006-06-30,韩国,4.95,2,2006
4212,2006-09-30,韩国,5.12,3,2006
4213,2006-12-31,韩国,4.79,4,2006
4214,2007-03-31,韩国,4.98,1,2007
4215,2007-06-30,韩国,5.99,2,2007
4216,2007-09-30,韩国,5.59,3,2007
4217,2007-12-31,韩国,6.78,4,2007
4218,2008-03-31,韩国,5.71,1,2008
4219,2008-06-30,韩国,4.33,2,2008
4220,2008-09-30,韩国,3.8,3,2008
4221,2008-12-31,韩国,-1.64,4,2008
4222,2009-03-31,韩国,-2.12,1,2009
4223,2009-06-30,韩国,-1.16,2,2009
4224,2009-09-30,韩国,1.19,3,2009
4225,2009-12-31,韩国,5.49,4,2009
4226,2010-03-31,韩国,7.67,1,2010
4227,2010-06-30,韩国,7.95,2,2010
4228,2010-09-30,韩国,5.82,3,2010
4229,2010-12-31,韩国,6.54,4,2010
4230,2011-03-31,韩国,5.09,1,2011
4231,2011-06-30,韩国,3.87,2,2011
4232,2011-09-30,韩国,3.3,3,2011
4233,2011-12-31,韩国,2.55,4,2011
4234,2012-03-31,韩国,2.55,1,2012
4235,2012-06-30,韩国,2.53,2,2012
4236,2012-09-30,韩国,2.52,3,2012
4237,2012-12-31,韩国,2.59,4,2012
4238,2013-03-31,韩国,2.43,1,2013
4239,2013-06-30,韩国,3.15,2,2013
4240,2013-09-30,韩国,3.72,3,2013
4241,2013-12-31,韩国,3.86,4,2013
4242,2014-03-31,韩国,3.83,1,2014
4243,2014-06-30,韩国,3.64,2,2014
4244,2014-09-30,韩国,2.88,3,2014
4245,2014-12-31,韩国,2.53,4,2014
4246,2015-03-31,韩国,2.63,1,2015
4247,2015-06-30,韩国,2.1,2,2015
4248,2015-09-30,韩国,3.35,3,2015
4249,2015-12-31,韩国,3.6,4,2015
4250,2016-03-31,韩国,3.1,1,2016
4251,2016-06-30,韩国,3.95,2,2016
4252,2016-09-30,韩国,2.83,3,2016
4253,2016-12-31,韩国,2.83,4,2016
4254,2017-03-31,韩国,3.58,1,2017
4255,2017-06-30,韩国,3.05,2,2017
4256,2017-09-30,韩国,4.07,3,2017
4257,2017-12-31,韩国,3.04,4,2017
4258,2018-03-31,韩国,3.38,1,2018
4259,2018-06-30,韩国,3.42,2,2018
4260,2018-09-30,韩国,2.55,3,2018
4261,2018-12-31,韩国,3.37,4,2018
4262,2019-03-31,韩国,1.94,1,2019
4263,2019-06-30,韩国,2.49,2,2019
4264,2019-09-30,韩国,2.18,3,2019
4265,2019-12-31,韩国,2.63,4,2019
4266,2020-03-31,韩国,1.25,1,2020
4267,2020-06-30,韩国,-2.82,2,2020
4268,2020-09-30,韩国,-0.88,3,2020
4269,2020-12-31,韩国,-0.33,4,2020
4270,2021-03-31,韩国,2.53,1,2021
4271,2021-06-30,韩国,6.84,2,2021
4272,2021-09-30,韩国,4.56,3,2021
4273,2021-12-31,韩国,4.58,4,2021
4274,2022-03-31,韩国,3.49,1,2022
4275,2022-06-30,韩国,2.93,2,2022
4276,2022-09-30,韩国,3.3,3,2022
4277,2022-12-31,韩国,1.22,4,2022
4278,2023-03-31,韩国,1.18,1,2023
4279,2023-06-30,韩国,0.93,2,2023
4280,2023-09-30,韩国,1.29,3,2023
4281,2023-12-31,韩国,2.22,4,2023
4282,2024-03-31,韩国,3.09,1,2024
4476,1996-03-31,西班牙,2.4,1,1996
4477,1996-06-30,西班牙,2.5,2,1996
4478,1996-09-30,西班牙,3,3,1996
4479,1996-12-31,西班牙,2.7,4,1996
4480,1997-03-31,西班牙,3.2,1,1997
4481,1997-06-30,西班牙,3.4,2,1997
4482,1997-09-30,西班牙,3.7,3,1997
4483,1997-12-31,西班牙,4.6,4,1997
4484,1998-03-31,西班牙,4.4,1,1998
4485,1998-06-30,西班牙,4.7,2,1998
4486,1998-09-30,西班牙,4.4,3,1998
4487,1998-12-31,西班牙,4.1,4,1998
4488,1999-03-31,西班牙,4.2,1,1999
4489,1999-06-30,西班牙,4.3,2,1999
4490,1999-09-30,西班牙,4.7,3,1999
4491,1999-12-31,西班牙,4.7,4,1999
4492,2000-03-31,西班牙,5.4,1,2000
4493,2000-06-30,西班牙,5.4,2,2000
4494,2000-09-30,西班牙,5.2,3,2000
4495,2000-12-31,西班牙,5.1,4,2000
4496,2001-03-31,西班牙,4.5,1,2001
4497,2001-06-30,西班牙,4,2,2001
4498,2001-09-30,西班牙,3.8,3,2001
4499,2001-12-31,西班牙,3.5,4,2001
4500,2002-03-31,西班牙,2.8,1,2002
4501,2002-06-30,西班牙,2.9,2,2002
4502,2002-09-30,西班牙,2.6,3,2002
4503,2002-12-31,西班牙,2.6,4,2002
4504,2003-03-31,西班牙,3.2,1,2003
4505,2003-06-30,西班牙,2.9,2,2003
4506,2003-09-30,西班牙,2.9,3,2003
4507,2003-12-31,西班牙,3,4,2003
4508,2004-03-31,西班牙,2.7,1,2004
4509,2004-06-30,西班牙,3.1,2,2004
4510,2004-09-30,西班牙,3.4,3,2004
4511,2004-12-31,西班牙,3.2,4,2004
4512,2005-03-31,西班牙,3.6,1,2005
4513,2005-06-30,西班牙,3.5,2,2005
4514,2005-09-30,西班牙,3.6,3,2005
4515,2005-12-31,西班牙,3.9,4,2005
4516,2006-03-31,西班牙,4.1,1,2006
4517,2006-06-30,西班牙,4.2,2,2006
4518,2006-09-30,西班牙,4.1,3,2006
4519,2006-12-31,西班牙,4.1,4,2006
4520,2007-03-31,西班牙,3.8,1,2007
4521,2007-06-30,西班牙,3.8,2,2007
4522,2007-09-30,西班牙,3.6,3,2007
4523,2007-12-31,西班牙,3.3,4,2007
4524,2008-03-31,西班牙,2.5,1,2008
4525,2008-06-30,西班牙,1.7,2,2008
4526,2008-09-30,西班牙,0.8,3,2008
4527,2008-12-31,西班牙,-1.5,4,2008
4528,2009-03-31,西班牙,-4.2,1,2009
4529,2009-06-30,西班牙,-4.4,2,2009
4530,2009-09-30,西班牙,-4,3,2009
4531,2009-12-31,西班牙,-2.4,4,2009
4532,2010-03-31,西班牙,0.2,1,2010
4533,2010-06-30,西班牙,0.3,2,2010
4534,2010-09-30,西班牙,0.1,3,2010
4535,2010-12-31,西班牙,0.1,4,2010
4536,2011-03-31,西班牙,0,1,2011
4537,2011-06-30,西班牙,-0.5,2,2011
4538,2011-09-30,西班牙,-1.1,3,2011
4539,2011-12-31,西班牙,-1.8,4,2011
4540,2012-03-31,西班牙,-2.5,1,2012
4541,2012-06-30,西班牙,-3.2,2,2012
4542,2012-09-30,西班牙,-3,3,2012
4543,2012-12-31,西班牙,-3.1,4,2012
4544,2013-03-31,西班牙,-2.5,1,2013
4545,2013-06-30,西班牙,-1.6,2,2013
4546,2013-09-30,西班牙,-1.2,3,2013
4547,2013-12-31,西班牙,-0.3,4,2013
4548,2014-03-31,西班牙,0.4,1,2014
4549,2014-06-30,西班牙,1,2,2014
4550,2014-09-30,西班牙,1.7,3,2014
4551,2014-12-31,西班牙,2.5,4,2014
4552,2015-03-31,西班牙,3.2,1,2015
4553,2015-06-30,西班牙,3.9,2,2015
4554,2015-09-30,西班牙,4.1,3,2015
4555,2015-12-31,西班牙,4.2,4,2015
4556,2016-03-31,西班牙,3.7,1,2016
4557,2016-06-30,西班牙,3,2,2016
4558,2016-09-30,西班牙,3,3,2016
4559,2016-12-31,西班牙,2.5,4,2016
4560,2017-03-31,西班牙,2.6,1,2017
4561,2017-06-30,西班牙,3.2,2,2017
4562,2017-09-30,西班牙,3,3,2017
4563,2017-12-31,西班牙,3,4,2017
4564,2018-03-31,西班牙,2.6,1,2018
4565,2018-06-30,西班牙,2.2,2,2018
4566,2018-09-30,西班牙,2.1,3,2018
4567,2018-12-31,西班牙,2.2,4,2018
4568,2019-03-31,西班牙,2.4,1,2019
4569,2019-06-30,西班牙,2.2,2,2019
4570,2019-09-30,西班牙,1.9,3,2019
